"Forlag id";"Original tittel";"Internasjonal tittel";"ISBN-prefix"
"18806";"Interdepartemental Committee on Comparative literature, Texas technological College";"Interdepartemental Committee on Comparative literature, Texas technological College";
"18807";"Leeds Philosophical and Literary Society";"Leeds Philosophical and Literary Society";
"18808";"Augustinian Historical Institute, Villanova University";"Augustinian Historical Institute, Villanova University";
"18809";"Ingleside-Ashby";"Ingleside-Ashby";
"18810";"International Universities Press";"International Universities Press";"978-0-8236"
"18811";"College of Liberal Arts and Sciences";"College of Liberal Arts and Sciences";
"18812";"Arkansas Philological Association";"Arkansas Philological Association";
"18813";"Mississippi Philological Association";"Mississippi Philological Association";
"18814";"Chadwyck-Healey";"Chadwyck-Healey";
"18815";"J.M. Kraft";"J.M. Kraft";
"18816";"Canadian Society for Italian Studies";"Canadian Society for Italian Studies";
"18817";"Quadrant Magazine";"Quadrant Magazine";
"18818";"Universitatsverlag Dr. N. Brockmeyer";"Universitatsverlag Dr. N. Brockmeyer";
"18819";"University of Queensland Press";"University of Queensland Press";"978-0-7022"
"18820";"Department of English, University of New Brunswick";"Department of English, University of New Brunswick";
"18821";"Institute of Race Relations";"Institute of Race Relations";
"18822";"University of Rajasthan";"University of Rajasthan";
"18823";"Aureal Publications";"Aureal Publications";
"18824";"Rutgers University";"Rutgers University";
"18825";"Dept. of Languages and Literature, Eastern New Mexico University";"Dept. of Languages and Literature, Eastern New Mexico University";
"18826";"BPC Letterpress";"BPC Letterpress";
"18827";"McMaster University Press";"McMaster University Press";
"18828";"Catholic Record Society";"Catholic Record Society";
"18829";"Camden House";"Camden House";"978-1-57113, 978-1-879751"
"18830";"Wehrhahn Verlag";"Wehrhahn Verlag";"978-3-86525"
"18831";"Institutionen för Lingvistik";"Institutionen för Lingvistik";
"18832";"University of New Orleans";"University of New Orleans";
"18833";"Medieval and Renaissance Drama Society";"Medieval and Renaissance Drama Society";
"18834";"Loyola University of Chicago";"Loyola University of Chicago";
"18835";"University of Tennessee";"University of Tennessee";
"18836";"John O'Brien";"John O'Brien";
"18837";"Universidad de Alicante";"Universidad de Alicante";
"18838";"University of Laguna";"University of Laguna";
"18839";"Pan American Union";"Pan American Union";
"18840";"Société pour le Progrès des Etudes Philologiques et Historiques";"Société pour le Progrès des Etudes Philologiques et Historiques";
"18841";"Abbaye de Maredsous";"Abbaye de Maredsous";
"18842";"Didier Erudition";"Didier Erudition";
"18843";"University of Ottawa";"University of Ottawa";
"18845";"Ecole des hautes etudes en sciences";"Ecole des hautes etudes en sciences";
"18846";"Canadian Consortium on Human Security";"Canadian Consortium on Human Security";
"18847";"Eighteen Nineties Society";"Eighteen Nineties Society";
"18848";"English Academy of Southern Africa";"English Academy of Southern Africa";
"18849";"Institute for Study of English in Africa, Rhodes University";"Institute for Study of English in Africa, Rhodes University";
"18850";"The Laurence Sterne Trust";"The Laurence Sterne Trust";
"18851";"Centre d'Etudes Irlandaises, Université Rennes 2";"Centre d'Etudes Irlandaises, Université Rennes 2";
"18852";"Rosenberg & Sellier";"Rosenberg & Sellier";
"18853";"Edizioni Tracce";"Edizioni Tracce";
"18854";"The Robert Frost Society";"The Robert Frost Society";
"18855";"Rocky Mountain Modern Language Association";"Rocky Mountain Modern Language Association";
"18856";"Purdue Research Foundation";"Purdue Research Foundation";
"18857";"Growing Room Collective";"Growing Room Collective";
"18858";"Ruskin Association";"Ruskin Association";
"18859";"Ardis Publishers";"Ardis Publishers";
"18860";"Holdan Books Ltd.";"Holdan Books Ltd.";
"18861";"Saturday Review Magazine Co.";"Saturday Review Magazine Co.";
"18862";"Temple University";"Temple University";
"18863";"Association for Scottish Literary Studies";"Association for Scottish Literary Studies";
"18864";"Scripsi Society";"Scripsi Society";
"18865";"Southern Conference on Linguistics";"Southern Conference on Linguistics";
"18867";"Faculty of Social Science";"Faculty of Social Science";
"18868";"South Central Modern Language Association";"South Central Modern Language Association";
"18869";"Southern Methodist University Press";"Southern Methodist University Press";
"18870";"University of Keele";"University of Keele";
"18871";"Haskins Laboratories";"Haskins Laboratories";
"18873";"Richmond University";"Richmond University";
"18874";"Armstrong Browning Library";"Armstrong Browning Library";
"18875";"English Language and Literature Society, Kyushu University";"English Language and Literature Society, Kyushu University";
"18876";"University of Notre Dame Press";"University of Notre Dame Press";"978-0-268"
"18877";"University of Virginia Press";"University of Virginia Press";"978-0-8139"
"18878";"Indiana University of Pennsylvania";"Indiana University of Pennsylvania";
"18879";"Nottingham Trent University";"Nottingham Trent University";
"18880";"Department of Modern Languages, Kansas State University";"Department of Modern Languages, Kansas State University";
"18881";"Sapiens Publishing";"Sapiens Publishing";
"18882";"Necronomicon Press";"Necronomicon Press";
"18883";"l'Institut et musee Voltaire";"l'Institut et musee Voltaire";
"18884";"Voltaire Foundation";"Voltaire Foundation";
"18885";"Susquehanna University";"Susquehanna University";
"18886";"Sussex Archaeological Society";"Sussex Archaeological Society";
"18888";"Graduate School of Western Languages and Literature, Tamkang University";"Graduate School of Western Languages and Literature, Tamkang University";
"18889";"Telos Press Ltd.";"Telos Press Ltd.";
"18890";"Accademia nazionale di scienze lettere ed arti di Modena";"Accademia nazionale di scienze lettere ed arti di Modena";
"18891";"Mucchi Editore";"Mucchi Editore";"978-88-7000"
"18892";"Philip Wilson Publishers";"Philip Wilson Publishers";"978-1-78076, 978-1-87478"
"18893";"The Tennyson Society";"The Tennyson Society";
"18894";"Texas Committee for the Humanities";"Texas Committee for the Humanities";
"18895";"School of Arts, Griffith University";"School of Arts, Griffith University";
"18896";"Vita e Pensiero";"Vita e Pensiero";"978-88-343"
"18897";"Irish Accounting and Finance Association";"Irish Accounting and Finance Association";
"18898";"Mississippi State University";"Mississippi State University";
"18899";"College of William and Mary";"College of William and Mary";
"18900";"Theatre Crafts Associates";"Theatre Crafts Associates";
"18901";"Theatre Research Institute, Ohio State University";"Theatre Research Institute, Ohio State University";
"18902";"D.F. Cheshire";"D.F. Cheshire";
"18903";"Thomas Hardy Society";"Thomas Hardy Society";
"18904";"Toucan Press";"Toucan Press";
"18905";"The Thoreau Society";"The Thoreau Society";
"18906";"Toronto South Asian Review";"Toronto South Asian Review";
"18907";"Bowes & Bowes";"Bowes & Bowes";
"18908";"Cumberland and Westmorland Antiquarian and Archaeological Society";"Cumberland and Westmorland Antiquarian and Archaeological Society";
"18909";"The Historic Society of Lancashire and Cheshire";"The Historic Society of Lancashire and Cheshire";
"18910";"University of Calgary";"University of Calgary";
"18911";"The Yorkshire Dialect Society";"The Yorkshire Dialect Society";
"18912";"Tapia House";"Tapia House";
"18913";"University of Tulsa";"University of Tulsa";
"20888";"EEMCS EPrints Service";"EEMCS EPrints Service";
"20889";"Acumen Publishing";"Acumen Publishing";
"20890";"Reaktion Books";"Reaktion Books";"978-1-78023"
"20891";"National Defence Industry Press";"National Defence Industry Press";
"20892";"Edições Universitárias Lusófonas";"Edições Universitárias Lusófonas";
"20893";"Social Scientists' Association";"Social Scientists' Association";
"20894";"Publicacions de la Universitat de València";"Publicacions de la Universitat de València";
"20895";"Kommunikasjonsforlaget";"Kommunikasjonsforlaget";
"20897";"Presses de L'Université du Québec";"Presses de L'Université du Québec";
"20899";"Wroclaw University of Technology";"Wroclaw University of Technology";
"20900";"Promedia Verlag";"Promedia Verlag";
"20901";"University Press of Kansas";"University Press of Kansas";"978-0-7006"
"20903";"Verlag des Römisch-Germanischen Zentralmuseums";"Verlag des Römisch-Germanischen Zentralmuseums";
"20905";"AIDIC - associazione italiana di ingegneria chimica";"AIDIC - associazione italiana di ingegneria chimica";
"20908";"Global Science Books";"Global Science Books";
"20909";"CIRED - Congrès International des Réseaux Electriques de Distribution";"CIRED - Congrès International des Réseaux Electriques de Distribution";"978-1"
"20911";"Faculty of Mechanical Engineering, St Cyril & Methodius University";"Faculty of Mechanical Engineering, St Cyril & Methodius University";
"20912";"OOK-Press Nyomdaipari Inc.";"OOK-Press Nyomdaipari Inc.";
"20915";"Bilkent University";"Bilkent University";
"20916";"Faculty of Business Administration";"Faculty of Business Administration";
"20917";"University of  Strathclyde";"University of  Strathclyde";
"20918";"Indian Institute of Advanced Study";"Indian Institute of Advanced Study";
"20919";"Lannoo Publishing Group";"Lannoo Publishing Group";
"20920";"Transcript Verlag";"Transcript Verlag";
"20921";"Editora Relógio D´Água";"Editora Relógio D´Água";
"20922";"Foreign Languages Press";"Foreign Languages Press";
"20923";"RIL - Finnish Association of Civil Engineers";"RIL - Finnish Association of Civil Engineers";
"20924";"BHR Group";"BHR Group";
"20925";"National Center for Radio and Television Studies, Communication University of China";"National Center for Radio and Television Studies, Communication University of China";
"20926";"UCT Press";"University of Cape Town Press";"978-1-77582"
"20928";"Philosophical Society of Turkey";"Philosophical Society of Turkey";
"20929";"International Society for Productivity Enhancement";"International Society for Productivity Enhancement";
"20930";"Bioversity International";"Bioversity International";
"20931";"Kungliga Tekniska högskolan";"Kungliga tekniska högskolan";
"20933";"Senter for voksenopplæring";"Senter for voksenopplæring";
"20935";"Red dot";"Red dot";
"20936";"NIACE - National Institute of Adult Continuing Education";"NIACE - National Institute of Adult Continuing Education";
"20943";"ECMS European Council for Modelling and Simulation";"ECMS European Council for Modelling and Simulation";
"20945";"Dept. of Educational Sciences";"Dept. of Educational Sciences";
"20948";"Gyldendal Litteratur";"Gyldendal Litteratur";
"20949";"Editions Dalloz";"Editions Dalloz";
"20958";"The American University in Cairo Press";"The American University in Cairo Press";
"20959";"Editions Jerome Millon";"Editions Jerome Millon";
"20961";"Fondo Editorial Universidad Eafit";"Fondo Editorial Universidad Eafit";
"20963";"Editorial Universidad de Antioquia";"Editorial Universidad de Antioquia";
"20964";"Fabrizio Serra Editore";"Fabrizio Serra Editore";"978-88-6227"
"20965";"Society of Plastics Engineers";"Society of Plastics Engineers";
"20966";"Det kongelige Nordiske Oldskriftselskab,  Nationalmuseet";"Det kongelige Nordiske Oldskriftselskab,  Nationalmuseet";
"20967";"Advanced Knowledge International";"Advanced Knowledge International";
"20968";"Whittles Publishing";"Whittles Publishing";
"20979";"Projekt Verlag - Verlag für Wissenschaft und Kultur";"Projekt Verlag - Verlag für Wissenschaft und Kultur";"978-3-89733"
"20980";"Les Editions Paratexte";"Les Editions Paratexte";"978-0-920615"
"20981";"Alpha Beta Sigma";"Alpha Beta Sigma";
"20983";"Drukarnia Cyfrowa - Poligrafia Malopolska";"Drukarnia Cyfrowa - Poligrafia Malopolska";
"21004";"Artech House";"Artech House";
"21005";"Verlag Fassbaender";"Verlag Fassbaender";
"21006";"Deutsches Archäologisches Institut";"Deutsches Archäologisches Institut";
"21007";"Politiken forlag";"Politiken forlag";
"21010";"The Cyder Press";"The Cyder Press";
"21011";"Climepsi Editores";"Climepsi Editores";"978-972-796, 978-972-8449, 978-972-95908, 978-972-97250"
"21012";"Kurosio Publishers";"Kurosio Publishers";
"21013";"Verlag Vorwerk 8";"Verlag Vorwerk 8";
"21014";"TEIS";"TEIS";
"21017";"Coxmoor Publishing Company";"Coxmoor Publishing Company";
"21018";"Morgan Kaufmann Publishers";"Morgan Kaufmann Publishers";
"21019";"oekom verlag";"oekom verlag";
"21020";"Kachere Series";"Kachere Series";
"21025";"Editorial Comares";"Editorial Comares";
"21026";"Presses Universitaires de Vincennes";"Presses Universitaires de Vincennes";"978-2-84292"
"21030";"Emond Montgomery Publications";"Emond Montgomery Publications";
"21031";"Verlag Friedrich Pustet";"Verlag Friedrich Pustet";
"21032";"Verlag Schnell + Steiner GmbH";"Verlag Schnell + Steiner GmbH";
"21033";"Bärenreiter-Verlag";"Bärenreiter-Verlag";
"21034";"Musikantiquariat Dr. Hans Schneider";"Musikantiquariat Dr. Hans Schneider";
"21046";"Guggenheim Museum";"Guggenheim Museum";
"21047";"ACTAR";"ACTAR";
"21049";"Akashi Shoten Co. Ltd.";"Akashi Shoten Co. Ltd.";
"21050";"Vanden Broele Publishers";"Vanden Broele Publishers";
"21053";"Edizioni Erickson";"Edizioni Erickson";
"21061";"Kasparek Verlag";"Kasparek Verlag";
"21312";"Law Press China";"Law Press China";
"21313";"Bricoleur Press";"Bricoleur Press";
"21314";"European Power Electronics and Drives Association";"European Power Electronics and Drives Association";
"21317";"Butterworth-Heinemann";"Butterworth-Heinemann";
"21318";"Editora Humanitas";"Editora Humanitas";
"21319";"RFF Press";"RFF Press";
"21320";"American Concrete Institute";"American Concrete Institute";"978-0-614"
"21321";"Editions Bayard";"Editions Bayard";
"21323";"ESRI Press";"ESRI Press";"978-1-58948"
"21324";"Verlag für Polizeiwissenschaft";"Verlag für Polizeiwissenschaft";
"21325";"Suomalainen Lakimiesyhdistys";"Suomalainen Lakimiesyhdistys";
"21326";"Geographica Bernensia";"Geographica Bernensia";
"21327";"International Information Management Corporation Limited";"International Information Management Corporation Limited";
"21328";"Le bord de l'eau";"Le bord de l'eau";
"21329";"Société de Législation comparée";"Société de Législation comparée";
"21334";"Marxist Forlag";"Marxist Forlag";"978-82-997552"
"21335";"William Carey Publishing";"William Carey Publishing";
"21336";"Gabler Verlag";"Gabler Verlag";
"21337";"International Association for Universal Design";"International Association for Universal Design";
"21341";"Pyatigorsk State Linguistic University Publishing House";"Pyatigorsk State Linguistic University Publishing House";
"21346";"GTA Verlag";"GTA Verlag";
"21347";"Silvana Editoriale";"Silvana Editoriale";
"21353";"Kolofon Forlag AS";"Kolofon Forlag AS";
"21354";"David Publishing Company";"David Publishing Company";"978-1-934502"
"21358";"International Institute of Informatics and Systemics";"International Institute of Informatics and Systemics";
"21359";"The Design Society";"The Design Society";
"21361";"European Wind Energy Association";"European Wind Energy Association";
"21363";"EDA Publishing Association";"EDA Publishing Association";
"21364";"MAAT - Association of Ancient Egypt Studies";"MAAT - Association of Ancient Egypt Studies";
